col1,col2,col3
104979,116748,0
104978,116741,0
104975,116713,0
104972,116721,0
104988,116765,0
104980,116765,0
104984,116770,0
104987,116779,0
105000,116826,0
105006,116826,0
105023,116804,0
105022,116838,0
105017,116870,0
105014,116873,0
105051,116866,0
105031,116885,0
105045,116932,0
105043,116935,0
105039,116923,0
105059,116930,0
104977,116756,0
104949,116689,0
104916,116613,0
104901,116557,0
104840,116394,0
104831,116396,0
104828,116396,0
104839,116382,0
104832,116383,0
104831,116379,0
104820,116405,0
104835,116368,0
104815,116346,0
104819,116354,0
104791,116348,0
104823,116364,0
104845,116443,0
104843,116445,0
104844,116437,0
104856,116456,0
104864,116484,0
104864,116480,0
104867,116521,0
104870,116495,0
104891,116554,0
104901,116571,0
104871,116597,0
104891,116570,0
104709,116092,0
104700,116058,0
104677,116018,0
104673,116007,0
104632,115913,0
104623,115897,0
104622,115887,0
104629,115913,0
104655,115950,0
104639,115944,0
104635,115938,0
104628,115937,0
104673,116030,0
104678,116044,0
104690,116021,0
104680,116061,0
104718,116150,0
104722,116163,0
104756,116138,0
104730,116167,0
104756,116261,0
104762,116271,0
104754,116257,0
104751,116274,0
104582,115829,0
104573,115808,0
104566,115776,0
104557,115768,0
104531,115706,0
104538,115707,0
104546,115686,0
104546,115730,0
104551,115742,0
104546,115757,0
104580,115726,0
104554,115755,0
104588,115838,0
104592,115844,0
104576,115849,0
104584,115859,0
104622,115943,0
104636,115949,0
104627,115961,0
104640,115967,0
104664,116045,0
104669,116070,0
104684,116084,0
104682,116088,0
104707,116158,0
104714,116184,0
104693,116217,0
104719,116209,0
104587,115841,0
104561,115768,0
104513,115682,0
104514,115651,0
104420,115390,0
104407,115357,0
104392,115328,0
104394,115320,0
104397,115333,0
104393,115335,0
104395,115368,0
104390,115336,0
104419,115391,0
104417,115407,0
104399,115434,0
104428,115425,0
104457,115512,0
104468,115530,0
104448,115527,0
104480,115556,0
104500,115611,0
104505,115627,0
104500,115632,0
104516,115661,0
104565,115752,0
104560,115753,0
104570,115765,0
104564,115776,0
104633,115898,0
104624,115915,0
104638,115892,0
104630,115931,0
104524,115641,0
104498,115567,0
104498,115470,0
104444,115428,0
104339,115165,0
104336,115151,0
104327,115125,0
104329,115127,0
104351,115167,0
104348,115176,0
104358,115184,0
104362,115192,0
104392,115274,0
104395,115292,0
104411,115276,0
104408,115318,0
104449,115424,0
104459,115431,0
104489,115438,0
104463,115459,0
104501,115562,0
104510,115581,0
104514,115579,0
104515,115616,0
104565,115712,0
104575,115718,0
104577,115728,0
104591,115752,0
104618,115837,0
104607,115802,0
104594,115761,0
104564,115686,0
104432,115312,0
104422,115308,0
104405,115326,0
104421,115283,0
104403,115259,0
104425,115281,0
104398,115301,0
104440,115302,0
104451,115347,0
104457,115370,0
104462,115388,0
104470,115402,0
104532,115528,0
104528,115543,0
104535,115571,0
104541,115583,0
104620,115735,0
104619,115750,0
104598,115788,0
104636,115793,0
104694,115956,0
104705,115975,0
104697,115983,0
104722,116005,0
104767,116115,0
104774,116126,0
104772,116124,0
104781,116147,0
104827,116255,0
104835,116257,0
104826,116248,0
104823,116229,0
104634,115746,0
104629,115731,0
104625,115695,0
104617,115702,0
104592,115615,0
104593,115632,0
104594,115602,0
104624,115646,0
104611,115689,0
104620,115706,0
104624,115704,0
104642,115719,0
104670,115814,0
104684,115827,0
104686,115833,0
104687,115854,0
104745,115961,0
104747,115969,0
104755,115953,0
104757,115992,0
104803,116099,0
104823,116153,0
104821,116137,0
104837,116172,0
104829,116178,0
104868,116291,0
104881,116306,0
104876,116313,0
104913,116360,0
104905,116361,0
104891,116325,0
104725,115911,0
104722,115873,0
104715,115874,0
104711,115860,0
104680,115781,0
104677,115792,0
104684,115799,0
104686,115819,0
104702,115862,0
104702,115861,0
104707,115892,0
104708,115890,0
104760,115983,0
104765,115995,0
104742,116038,0
104775,116029,0
104834,116139,0
104825,116148,0
104813,116146,0
104839,116160,0
104868,116251,0
104872,116272,0
104874,116276,0
104882,116290,0
104924,116376,0
104925,116388,0
104903,116429,0
104931,116422,0
104978,116527,0
104968,116512,0
104932,116508,0
104930,116433,0
104776,116031,0
104779,116030,0
104752,116012,0
104776,116019,0
104750,115962,0
104757,115974,0
104754,115955,0
104755,115995,0
104783,116037,0
104784,116036,0
104775,116038,0
104776,116044,0
104827,116141,0
104830,116149,0
104838,116138,0
104825,116170,0
104883,116263,0
104873,116275,0
104896,116258,0
104879,116297,0
104910,116370,0
104918,116382,0
104929,116387,0
104927,116407,0
104963,116503,0
104961,116511,0
104975,116516,0
104975,116520,0
105008,116612,0
105016,116614,0
105035,116588,0
105012,116626,0
104814,116144,0
104806,116118,0
104825,116078,0
104784,116074,0
104744,115989,0
104760,115995,0
104743,115976,0
104750,115982,0
104769,116026,0
104765,116028,0
104764,116026,0
104766,116033,0
104792,116099,0
104793,116113,0
104798,116123,0
104799,116129,0
104843,116234,0
104842,116240,0
104846,116274,0
104855,116256,0
104884,116323,0
104884,116350,0
104859,116360,0
104882,116357,0
104929,116469,0
104952,116489,0
104937,116498,0
104942,116517,0
104980,116610,0
104995,116616,0
104982,116630,0
104992,116637,0
104850,116286,0
104843,116241,0
104799,116235,0
104801,116162,0
104760,116051,0
104750,116039,0
104721,116032,0
104747,116023,0
104765,116067,0
104758,116057,0
104736,116049,0
104763,116059,0
104779,116128,0
104773,116140,0
104784,116134,0
104786,116159,0
104825,116242,0
104836,116254,0
104836,116252,0
104831,116273,0
104858,116340,0
104858,116354,0
104887,116332,0
104874,116369,0
104915,116467,0
104922,116478,0
104909,116482,0
104926,116497,0
104967,116596,0
104969,116619,0
104971,116608,0
104972,116647,0
104842,116304,0
104817,116247,0
104795,116174,0
104782,116157,0
104748,116072,0
104757,116069,0
104766,116032,0
104736,116056,0
104763,116144,0
104770,116142,0
104782,116124,0
104772,116154,0
104796,116231,0
104806,116250,0
104796,116255,0
104814,116273,0
104866,116399,0
104874,116406,0
104873,116423,0
104877,116428,0
104911,116512,0
104908,116523,0
104922,116567,0
104923,116557,0
104955,116636,0
104957,116645,0
104951,116684,0
104965,116666,0
105010,116788,0
105009,116799,0
104998,116803,0
105018,116814,0
104848,116423,0
104846,116394,0
104841,116389,0
104833,116372,0
104841,116406,0
104851,116405,0
104844,116439,0
104860,116426,0
104870,116450,0
104868,116444,0
104846,116458,0
104863,116436,0
104886,116504,0
104887,116509,0
104881,116512,0
104906,116542,0
104942,116611,0
104936,116604,0
104926,116597,0
104936,116586,0
104946,116634,0
104948,116640,0
104949,116621,0
104947,116640,0
104976,116697,0
104977,116712,0
104995,116682,0
104980,116728,0
105001,116785,0
104990,116746,0
104947,116689,0
104932,116623,0
104762,116201,0
104758,116194,0
104764,116196,0
104758,116192,0
104709,116066,0
104721,116074,0
104715,116060,0
104717,116083,0
104708,116079,0
104703,116074,0
104731,116054,0
104709,116091,0
104747,116162,0
104750,116180,0
104753,116159,0
104747,116186,0
104780,116255,0
104786,116268,0
104777,116267,0
104793,116273,0
104835,116382,0
104835,116400,0
104834,116417,0
104844,116422,0
104894,116553,0
104897,116575,0
104901,116594,0
104906,116568,0
104690,116066,0
104673,116025,0
104666,115983,0
104656,115990,0
104575,115786,0
104556,115767,0
104548,115758,0
104559,115765,0
104578,115813,0
104575,115804,0
104574,115802,0
104570,115806,0
104613,115888,0
104613,115896,0
104589,115925,0
104612,115900,0
104650,115989,0
104652,116001,0
104629,116015,0
104660,116023,0
104697,116107,0
104706,116117,0
104686,116125,0
104704,116147,0
104737,116209,0
104740,116223,0
104735,116229,0
104748,116252,0
104785,116333,0
104796,116352,0
104803,116346,0
104808,116362,0
104652,116004,0
104619,115932,0
104590,115841,0
104589,115815,0
104465,115570,0
104448,115546,0
104421,115499,0
104428,115505,0
104444,115544,0
104443,115540,0
104448,115527,0
104442,115520,0
104467,115587,0
104464,115607,0
104477,115606,0
104478,115629,0
104524,115754,0
104536,115771,0
104543,115743,0
104568,115786,0
104584,115890,0
104591,115909,0
104593,115895,0
104626,115929,0
104654,116048,0
104686,116134,0
104696,116122,0
104700,116151,0
104697,116143,0
104701,116175,0
104752,116287,0
104785,116366,0
104797,116354,0
104787,116354,0
104648,116031,0
104625,115959,0
104538,115751,0
104507,115662,0
104488,115619,0
104476,115601,0
104422,115508,0
104466,115559,0
104469,115549,0
104458,115573,0
104451,115567,0
104448,115560,0
104474,115617,0
104483,115631,0
104507,115669,0
104508,115687,0
104519,115734,0
104528,115749,0
104550,115795,0
104556,115788,0
104572,115836,0
104569,115841,0
104601,115903,0
104609,115913,0
104626,115964,0
104622,115973,0
104654,116026,0
104661,116028,0
104673,116083,0
104684,116090,0
104698,116139,0
104709,116164,0
104726,116197,0
104724,116189,0
104590,115871,0
104557,115807,0
104484,115624,0
104473,115615,0
104452,115539,0
104438,115513,0
104418,115467,0
104416,115474,0
104436,115527,0
104445,115535,0
104446,115553,0
104453,115555,0
104482,115629,0
104483,115636,0
104505,115684,0
104510,115707,0
104535,115752,0
104535,115757,0
104543,115791,0
104554,115799,0
104569,115829,0
104574,115840,0
104604,115898,0
104605,115900,0
104629,115960,0
104638,115981,0
104664,116013,0
104664,116034,0
104698,116131,0
104707,116145,0
104743,116220,0
104752,116237,0
104772,116272,0
104773,116273,0
104685,116107,0
104670,116055,0
104618,115906,0
104615,115895,0
104598,115857,0
104593,115845,0
104586,115832,0
104587,115849,0
104624,115905,0
104636,115904,0
104622,115875,0
104623,115887,0
104649,115975,0
104649,115978,0
104679,116042,0
104687,116056,0
104715,116116,0
104716,116132,0
104750,116203,0
104755,116209,0
104774,116265,0
104781,116267,0
104805,116338,0
104803,116338,0
104840,116432,0
104841,116450,0
104871,116499,0
104883,116506,0
104889,116544,0
104896,116547,0
104809,116374,0
104786,116298,0
104700,116096,0
104700,116096,0
104674,116060,0
104674,116052,0
104664,116022,0
104672,116038,0
104702,116098,0
104702,116105,0
104673,116064,0
104674,116054,0
104707,116152,0
104713,116163,0
104738,116207,0
104746,116229,0
104764,116268,0
104765,116282,0
104792,116333,0
104793,116338,0
104804,116370,0
104812,116383,0
104829,116454,0
104839,116471,0
104871,116514,0
104859,116533,0
104889,116599,0
104896,116621,0
104919,116673,0
104922,116675,0
104798,116413,0
104769,116361,0
104704,116207,0
104712,116198,0
104669,116132,0
104665,116118,0
104668,116106,0
104666,116124,0
104672,116134,0
104674,116126,0
104670,116126,0
104663,116135,0
104689,116183,0
104696,116197,0
104698,116217,0
104706,116226,0
104710,116263,0
104724,116277,0
104737,116319,0
104745,116320,0
104747,116352,0
104751,116363,0
104759,116362,0
104755,116372,0
104772,116423,0
104776,116421,0
104790,116461,0
104794,116477,0
104805,116534,0
104820,116541,0
104850,116595,0
104849,116605,0
104861,116669,0
104852,116667,0
104714,116431,0
104669,116364,0
104692,116350,0
104732,116411,0
104817,116505,0
104802,116478,0
104779,116418,0
104774,116428,0
104749,116344,0
104746,116340,0
104688,116195,0
104682,116179,0
104653,116150,0
104651,116155,0
104658,116181,0
104656,116189,0
104641,116176,0
104642,116167,0
104641,116167,0
104645,116168,0
104610,116149,0
104605,116141,0
104627,116175,0
104624,116182,0
104634,116215,0
104624,116210,0
104639,116241,0
104638,116245,0
104606,116231,0
104606,116233,0
104588,116257,0
104590,116271,0
104642,116377,0
104643,116387,0
104559,116250,0
104546,116230,0
104406,115938,0
104362,115851,0
104170,115412,0
104152,115369,0
104035,115134,0
104005,115084,0
103955,114968,0
103954,114976,0
103981,115027,0
103973,115022,0
103950,114981,0
103951,114992,0
103988,115079,0
104005,115101,0
104017,115135,0
104034,115148,0
104051,115227,0
104064,115241,0
104100,115321,0
104098,115329,0
104115,115353,0
104119,115363,0
104138,115413,0
104138,115422,0
104166,115481,0
104171,115489,0
104204,115576,0
104218,115586,0
104246,115684,0
104262,115703,0
104313,115826,0
104322,115840,0
104357,115919,0
104365,115942,0
104412,116026,0
104411,116018,0
104314,115824,0
104273,115760,0
104176,115510,0
104159,115489,0
104159,115453,0
104147,115434,0
104092,115364,0
104103,115380,0
104157,115473,0
104155,115472,0
104151,115460,0
104153,115454,0
104165,115484,0
104172,115505,0
104207,115590,0
104216,115606,0
104234,115642,0
104232,115653,0
104255,115688,0
104253,115701,0
104276,115750,0
104286,115762,0
104302,115799,0
104300,115801,0
104321,115858,0
104329,115875,0
104347,115922,0
104353,115918,0
104382,115992,0
104387,116009,0
104406,116026,0
104399,116022,0
104270,115767,0
104237,115687,0
104211,115616,0
104124,115441,0
104122,115426,0
104102,115407,0
104114,115417,0
104120,115419,0
104128,115426,0
104102,115389,0
104106,115383,0
104088,115387,0
104103,115397,0
104149,115506,0
104164,115502,0
104156,115516,0
104163,115521,0
104190,115582,0
104189,115593,0
104177,115607,0
104207,115620,0
104217,115630,0
104223,115642,0
104246,115697,0
104246,115708,0
104251,115735,0
104262,115739,0
104289,115803,0
104307,115819,0
104277,115861,0
104309,115847,0
104335,115906,0
104337,115913,0
104324,115910,0
104353,115937,0
104389,116021,0
104398,116013,0
104367,115985,0
104364,115935,0
104054,115283,0
104044,115257,0
104028,115213,0
104012,115206,0
103908,114975,0
103899,114983,0
103890,115021,0
103930,115018,0
103913,115009,0
103916,114998,0
103898,114985,0
103923,115006,0
103977,115100,0
103974,115113,0
103961,115115,0
103971,115109,0
104002,115199,0
104019,115209,0
104012,115200,0
104010,115219,0
104066,115320,0
104060,115328,0
104092,115313,0
104083,115361,0
104123,115454,0
104131,115472,0
104154,115455,0
104139,115495,0
104192,115607,0
104195,115617,0
104191,115617,0
104192,115638,0
104244,115730,0
104253,115740,0
104251,115751,0
104265,115771,0
104028,115260,0
103996,115205,0
103982,115171,0
103969,115140,0
103869,114900,0
103861,114883,0
103876,114830,0
103844,114859,0
103867,114905,0
103870,114898,0
103852,114884,0
103852,114886,0
103862,114918,0
103865,114927,0
103854,114925,0
103868,114927,0
103889,114974,0
103889,114979,0
103887,114995,0
103894,114998,0
103948,115114,0
103946,115120,0
103942,115167,0
103971,115166,0
104022,115263,0
104031,115286,0
104014,115302,0
104053,115322,0
104080,115386,0
104087,115398,0
104075,115398,0
104102,115423,0
104150,115533,0
104150,115549,0
104165,115557,0
104169,115577,0
104205,115639,0
104197,115613,0
104138,115568,0
104132,115465,0
103890,114958,0
103889,114930,0
103846,114882,0
103851,114872,0
103801,114771,0
103795,114775,0
103797,114770,0
103797,114773,0
103814,114813,0
103814,114826,0
103833,114840,0
103831,114858,0
103909,115019,0
103912,115035,0
103925,115025,0
103924,115065,0
103958,115123,0
103963,115137,0
104003,115131,0
103977,115173,0
104037,115301,0
104048,115311,0
104050,115310,0
104051,115342,0
104099,115417,0
104106,115428,0
104095,115432,0
104118,115446,0
104166,115564,0
104167,115573,0
104187,115545,0
104186,115585,0
104212,115653,0
104203,115619,0
104199,115560,0
104136,115525,0
103915,115015,0
103903,114996,0
103881,114973,0
103885,114964,0
103803,114778,0
103804,114792,0
103810,114810,0
103819,114824,0
103818,114842,0
103826,114851,0
103829,114871,0
103829,114860,0
103881,114976,0
103882,114983,0
103865,115020,0
103893,115007,0
103919,115059,0
103921,115080,0
103898,115087,0
103923,115104,0
104001,115250,0
104016,115266,0
104011,115263,0
104020,115277,0
104076,115379,0
104068,115380,0
104070,115387,0
104077,115411,0
104131,115497,0
104127,115509,0
104124,115557,0
104144,115527,0
104137,115525,0
104149,115533,0
104134,115537,0
104160,115578,0
104167,115559,0
104123,115500,0
104087,115418,0
104062,115344,0
103864,114938,0
103856,114917,0
103842,114877,0
103833,114844,0
103803,114824,0
103815,114841,0
103834,114844,0
103835,114881,0
103797,114833,0
103816,114843,0
103846,114825,0
103830,114873,0
103888,115022,0
103907,115056,0
103927,115075,0
103934,115119,0
103961,115153,0
103966,115156,0
103960,115173,0
103965,115168,0
104050,115364,0
104056,115391,0
104081,115369,0
104078,115415,0
104121,115523,0
104126,115544,0
104161,115534,0
104140,115570,0
104182,115641,0
104176,115661,0
104180,115648,0
104197,115664,0
104109,115502,0
104084,115425,0
104043,115344,0
104012,115292,0
103905,115055,0
103895,115046,0
103892,115043,0
103884,115027,0
103836,114935,0
103785,114849,0
103672,114738,0
103585,114531,0
99689,90839,0
75129,63575,0
55678,45370,0
39057,31614,0
2710,2150,0
2341,1864,0
2013,1585,0
1757,1386,0
967,701,0
911,661,0
907,660,0
875,631,0
893,647,0
880,668,0
876,703,0
881,670,0
788,631,0
824,654,0
756,635,0
790,631,0
751,629,0
725,558,0
743,580,0
694,537,0
699,445,0
673,447,0
677,417,0
669,474,0
637,429,0
674,448,0
654,420,0
649,426,0
676,428,0
624,416,0
666,385,0
681,429,0
621,405,0
675,430,0
637,375,0
701,423,0
668,407,0
655,404,0
684,411,0
640,427,0
667,382,0
651,432,0
633,412,0
640,395,0
665,454,0
635,389,0
643,426,0
625,416,0
607,392,0
629,424,0
633,411,0
640,415,0
618,422,0
638,389,0
645,406,0
622,393,0
658,403,0
616,385,0
637,394,0
653,413,0
650,391,0
678,400,0
656,417,0
624,388,0
647,420,0
636,402,0
639,395,0
630,426,0
625,418,0
642,414,0
627,410,0
613,417,0
607,434,0
629,401,0
631,411,0
590,394,0
622,401,0
617,391,0
620,362,0
645,416,0
630,397,0
629,378,0
639,390,0
637,387,0
653,410,0
622,398,0
623,391,0
620,407,0
613,392,0
646,410,0
611,405,0
629,418,0
631,445,0
604,379,0
630,402,0
599,415,0
630,388,0
627,411,0
606,370,0
617,413,0
598,401,0
630,377,0
632,401,0
626,390,0
651,399,0
607,376,0
624,366,0
645,406,0
618,377,0
641,418,0
609,410,0
630,380,0
634,416,0
603,405,0
622,423,0
611,407,0
612,381,0
612,403,0
590,393,0
624,411,0
610,397,0
616,397,0
623,407,0
595,365,0
622,386,0
614,389,0
632,382,0
618,402,0
611,381,0
621,395,0
607,402,0
641,394,0
636,408,0
612,396,0
625,418,0
613,395,0
610,387,0
600,428,0
599,392,0
633,411,0
606,392,0
608,390,0
604,412,0
608,379,0
635,392,0
595,392,0
625,383,0
620,386,0
601,359,0
650,404,0
627,407,0
634,388,0
635,427,0
606,371,0
635,398,0
607,400,0
608,388,0
630,417,0
600,394,0
623,399,0
595,415,0
609,387,0
627,413,0
600,386,0
625,398,0
593,408,0
590,377,0
625,410,0
613,391,0
620,397,0
631,400,0
614,370,0
628,393,0
624,391,0
644,393,0
620,407,0
610,404,0
643,409,0
609,399,0
615,407,0
613,428,0
613,395,0
618,402,0
588,390,0
590,399,0
611,406,0
614,390,0
601,406,0
601,398,0
627,380,0
603,376,0
621,392,0
634,409,0
622,384,0
635,407,0
609,383,0
617,371,0
636,409,0
614,387,0
631,415,0
604,409,0
628,392,0
618,415,0
593,403,0
624,429,0
598,405,0
615,384,0
602,425,0
570,387,0
634,397,0
606,404,0
617,387,0
634,418,0
593,355,0
629,381,0
624,405,0
624,376,0
630,414,0
589,392,0
650,401,0
623,420,0
607,390,0
635,431,0
596,382,0
626,399,0
588,408,0
586,376,0
636,424,0
597,401,0
618,395,0
623,423,0
601,362,0
633,391,0
596,384,0
629,378,0
624,418,0
612,391,0
643,390,0
607,394,0
638,389,0
643,429,0
602,388,0
634,413,0
613,409,0
606,385,0
618,434,0
592,402,0
632,401,0
609,410,0
584,399,0
597,407,0
606,381,0
630,391,0
603,402,0
626,396,0
620,379,0
604,367,0
650,395,0
631,400,0
618,382,0
619,412,0
627,387,0
643,397,0
610,408,0
604,407,0
618,409,0
611,397,0
595,401,0
595,398,0
625,408,0
616,407,0
601,390,0
601,416,0
598,378,0
618,366,0
617,403,0
615,380,0
626,405,0
605,393,0
624,375,0
619,391,0
6,,
